head	relation	tail
DB01351	targets	P42262
DB02379	targets	P04746
DB01356	targets	O14732
DB01586	targets	P52895
DB00496	targets	P08172
DB01206	targets	Q9H169
DB08930	targets	P08684
DB04083	targets	P11217
DB01033	targets	P12268
DB00628	targets	P08684
DB00411	targets	P47712
DB01167	targets	P10635
DB00139	targets	Q02809
DB00905	targets	P42330
DB00217	targets	P13945
DB00368	targets	P13945
DB07498	targets	P15121
DB00354	targets	P11229
DB01960	targets	Q96C86
DB01169	targets	Q16881
DB00172	targets	P45877
DB01588	targets	Q99928
DB01589	targets	P78334
DB01006	targets	P08684
DB00892	targets	P06276
DB00809	targets	P11229
DB01098	targets	P04035
DB00304	targets	P06401
DB01624	targets	P35348
DB01694	targets	Q9NP99
DB06176	targets	P08684
DB07329	targets	P01859
DB08561	targets	P45452
DB01595	targets	A8MPY1
DB00457	targets	Q9NS40
DB05766	targets	P11229
DB00150	targets	Q8IWU9
DB00443	targets	P11511
DB08346	targets	P08238
DB02598	targets	P19021
DB04982	targets	P42262
DB07284	targets	P56817
DB00277	targets	Q07343
DB00170	targets	P15559
DB01029	targets	P35503
DB00977	targets	P08684
DB05177	targets	P09960
DB00195	targets	P05177
DB08896	targets	O60656
DB00908	targets	P10632
DB01363	targets	P13945
DB00842	targets	P28472
DB00418	targets	Q14957
DB00142	targets	P15104
DB00201	targets	P78527
DB01488	targets	P28223
DB01043	targets	P33261
DB01403	targets	P08173
DB06876	targets	O14757
DB07171	targets	P42892
DB00767	targets	P08172
DB08453	targets	O14957
DB00197	targets	P35503
DB01159	targets	P47870
DB01026	targets	P11712
DB01170	targets	P08684
DB03247	targets	P30043
DB00898	targets	P47870
DB00334	targets	P28223
DB04083	targets	P21549
DB08091	targets	Q16539
DB01175	targets	P08684
DB01202	targets	Q00975
DB00338	targets	P05177
DB06726	targets	P07550
DB05324	targets	P00533
DB05024	targets	Q07973
DB00540	targets	P05181
DB08061	targets	P00734
DB00134	targets	Q00266
DB07840	targets	P11362
DB00313	targets	P08684
DB00824	targets	P30542
DB08565	targets	P17538
DB05039	targets	P08684
DB00142	targets	P43004
DB00157	targets	P48448
DB01050	targets	P12104
DB00370	targets	P35368
DB01169	targets	O14920
DB01232	targets	P20815
DB01621	targets	P21728
DB08893	targets	P10635
DB04141	targets	P08574
DB08615	targets	P22303
DB00990	targets	P11511
DB00144	targets	P17252
DB07465	targets	P27487
DB00171	targets	O60706
DB02338	targets	Q9UDR5
DB01142	targets	P35368
DB04721	targets	P68400
DB06268	targets	P24530
DB08918	targets	P31645
DB03435	targets	P30085
DB04217	targets	P32929
DB00800	targets	P35368
DB07509	targets	P37231
DB00159	targets	P32418
DB01288	targets	P08588
DB02506	targets	P67775
DB00100	targets	P00734
DB00425	targets	P23219
DB00543	targets	P08173
DB07095	targets	P07477
DB00703	targets	P22748
DB00300	targets	P22392
DB05266	targets	Q08499
DB08024	targets	P27487
DB01589	targets	Q99928
DB00972	targets	P20813
DB00822	targets	P20815
DB06712	targets	Q01668
DB04464	targets	P24310
DB08909	targets	P16233
DB01092	targets	P04798
DB00468	targets	P05177
DB00114	targets	Q96I15
DB00108	targets	P31995
DB00250	targets	P35354
DB08930	targets	P09086
DB00193	targets	P35372
DB00197	targets	P04798
DB00291	targets	P09211
DB02116	targets	P24941
DB08577	targets	P11362
DB06148	targets	P41145
DB07183	targets	P35968
DB01595	targets	P18505
DB00546	targets	Q8N1C3
DB00157	targets	P26439
DB00338	targets	P08684
DB00116	targets	P34897
DB00628	targets	Q8N1C3
DB01166	targets	P33261
DB08896	targets	P33261
DB03860	targets	Q92731
DB00191	targets	P21397
DB00683	targets	P14867
DB00434	targets	P08172
DB00674	targets	P30926
DB01133	targets	P38606
DB01496	targets	P48169
DB00032	targets	P22888
DB02405	targets	P09466
DB00738	targets	P04798
DB01219	targets	P21817
DB04688	targets	P01834
DB01136	targets	P07550
DB04920	targets	P05181
DB07281	targets	P56817
DB01159	targets	P48051
DB00081	targets	P11836
DB00672	targets	P23219
DB01959	targets	Q08499
DB08330	targets	P08574
DB00396	targets	P06401
DB01558	targets	P08684
DB08811	targets	P27815
DB01587	targets	P30536
DB00205	targets	P10632
DB04768	targets	Q9H3S4
DB01045	targets	P05181
DB01189	targets	Q8N1C3
DB01576	targets	Q96RJ0
DB04630	targets	P19099
DB04272	targets	Q9GZU7
DB01320	targets	P20813
DB07143	targets	P00734
DB00341	targets	P35367
DB01138	targets	P33527
DB01392	targets	P35462
DB01375	targets	Q9Y277
DB06953	targets	P49356
DB08734	targets	P04818
DB00486	targets	P21554
DB00283	targets	P35367
DB01132	targets	P37231
DB07033	targets	O15530
DB04564	targets	P09848
DB00408	targets	P31645
DB00296	targets	P05177
DB03100	targets	P35228
DB01812	targets	P49888
DB05361	targets	P01008
DB06981	targets	P63208
DB02196	targets	Q16222
DB07045	targets	Q99933
DB00317	targets	P08684
DB01238	targets	P28222
DB00775	targets	P08514
DB06589	targets	P05177
DB04794	targets	P20813
DB07920	targets	P39900
DB00142	targets	O75879
DB01454	targets	P23975
DB05458	targets	P43681
DB00661	targets	P33260
DB06734	targets	P38606
DB00015	targets	P05121
DB01118	targets	P04798
DB00568	targets	Q01668
DB00157	targets	P51553
DB03183	targets	Q08499
DB00252	targets	P20813
DB01014	targets	P23219
DB01558	targets	P05177
DB09048	targets	P11712
DB00247	targets	P28335
DB01559	targets	P78334
DB09128	targets	P10635
DB02217	targets	Q9NPB1
DB00616	targets	P12821
DB00321	targets	P41143
DB00758	targets	P08684
DB00320	targets	P41595
DB08429	targets	P27487
DB07211	targets	P00742
DB08762	targets	P15085
DB07809	targets	P00734
DB05184	targets	P12931
DB00675	targets	P20815
DB00590	targets	Q9NS40
DB00530	targets	P22309
DB07531	targets	P24941
DB00810	targets	P11229
DB00544	targets	Q06203
DB07195	targets	P03372
DB00382	targets	P06276
DB03477	targets	P35354
DB00862	targets	P20815
DB00408	targets	P28222
DB00160	targets	P21549
DB00588	targets	P24462
DB05014	targets	P35968
DB01686	targets	P35228
DB01583	targets	P10632
DB00920	targets	P27815
DB00956	targets	P35372
DB04537	targets	P23381
DB00949	targets	P33261
DB00224	targets	P33261
DB00421	targets	O00305
DB00668	targets	P25100
DB00951	targets	P33261
DB03088	targets	P80075
DB03814	targets	Q6NXR0
DB05777	targets	P00734
DB04566	targets	P11217
DB01827	targets	P17931
DB00459	targets	P10826
DB00659	targets	P34903
DB00142	targets	Q07075
DB02833	targets	P24941
DB01942	targets	P00918
DB06738	targets	Q13224
DB07127	targets	P23467
DB00283	targets	P08684
DB01388	targets	Q9P0X4
DB01031	targets	P00915
DB01268	targets	P10721
DB05207	targets	P01375
DB06626	targets	P33261
DB08742	targets	Q15788
DB03133	targets	P11217
DB00444	targets	P33261
DB04315	targets	P20339
DB00143	targets	O14880
DB00591	targets	P47712
DB00072	targets	P08637
DB00813	targets	P35372
DB08347	targets	P08588
DB00227	targets	P20815
DB00659	targets	P48169
DB04147	targets	Q14494
DB01351	targets	Q13002
DB04599	targets	P28223
DB05162	targets	P43220
DB00780	targets	Q8TD30
DB00157	targets	Q9UBM7
DB00280	targets	P11229
DB00523	targets	P05177
DB00970	targets	Q02880
DB00925	targets	P25100
DB00142	targets	Q8TD30
DB00157	targets	P15121
DB00688	targets	Q9HAW8
DB09074	targets	P09874
DB00334	targets	P34903
DB00672	targets	P33261
DB06700	targets	P23975
DB01240	targets	P43119
DB00118	targets	Q14749
DB09028	targets	P43681
DB03147	targets	P16435
DB00281	targets	P20815
DB01407	targets	P01375
DB01110	targets	P20813
DB05305	targets	P35225
DB00327	targets	P41145
DB00468	targets	P05181
DB00074	targets	P31995
DB00514	targets	Q15822
DB01812	targets	O14792
DB04447	targets	O15169
DB08078	targets	Q03181
DB00541	targets	P07437
DB00047	targets	P06213
DB02659	targets	P10606
DB03065	targets	P29474
DB00501	targets	P05181
DB05007	targets	P54760
DB00313	targets	Q9NY72
DB03147	targets	P14920
DB08575	targets	P08473
DB00563	targets	Q06278
DB00121	targets	P11498
DB00852	targets	Q01959
DB00976	targets	P05177
DB05210	targets	P27986
DB08689	targets	P21912
DB00388	targets	P21397
DB00054	targets	P08637
DB00162	targets	O75911
DB00242	targets	P27707
DB03023	targets	P06239
DB07836	targets	P04054
DB00932	targets	P33261
DB00242	targets	P09884
DB05165	targets	P06730
DB00056	targets	P02745
DB08574	targets	P55196
DB00459	targets	P28702
DB05264	targets	P32927
DB00628	targets	P47869
DB07901	targets	P53582
DB01156	targets	P32297
DB00312	targets	P42262
DB00898	targets	P28332
DB07995	targets	P17612
DB06155	targets	P08684
DB00819	targets	P43166
DB01037	targets	P11509
DB02177	targets	P20701
DB01346	targets	P47869
DB05271	targets	P05177
DB00172	targets	O15460
DB02379	targets	P19367
DB08001	targets	P18031
DB01873	targets	P68363
DB00583	targets	O43772
DB01136	targets	P47989
DB01632	targets	Q9NWZ5
DB00491	targets	Q14697
DB00831	targets	P22310
DB01083	targets	P07098
DB00777	targets	P25100
DB07401	targets	O14957
DB08690	targets	P08574
DB03589	targets	P23368
DB01078	targets	P05023
DB00087	targets	P31994
DB00690	targets	P18505
DB00983	targets	P07550
DB02059	targets	Q9NTG7
DB01608	targets	P08913
DB01201	targets	P20815
DB00152	targets	P13584
DB00358	targets	P22303
DB01284	targets	Q01718
DB03981	targets	P09038
DB00509	targets	P10827
DB01595	targets	P05181
DB00996	targets	Q14957
DB01632	targets	P00492
DB00751	targets	P08913
DB00596	targets	P04150
DB03906	targets	P09601
DB04817	targets	P08684
DB07242	targets	P11309
DB00102	targets	P01023
DB08231	targets	P17900
DB01233	targets	P46098
DB00674	targets	P02708
DB03539	targets	Q13231
DB03247	targets	Q9UJM8
DB00025	targets	P11021
DB04892	targets	P06276
DB03283	targets	P22303
DB03796	targets	P02689
DB03721	targets	P23141
DB01353	targets	Q13002
DB08277	targets	P28845
DB00720	targets	P12236
DB02010	targets	P24941
DB06719	targets	P11511
DB00921	targets	P08684
DB01595	targets	P34903
DB06837	targets	Q9UNA0
DB07316	targets	P28845
DB00668	targets	P08588
DB00396	targets	P10635
DB07854	targets	P17612
DB01254	targets	P29317
DB00615	targets	P14625
DB08808	targets	P13945
DB00975	targets	Q9Y233
DB01224	targets	P28566
DB05470	targets	Q16539
DB01049	targets	P31644
DB00030	targets	P05177
DB01388	targets	P54284
DB02898	targets	P24941
DB00683	targets	P48169
DB00141	targets	P15291
DB03499	targets	O75390
DB00130	targets	O95932
DB00567	targets	P10635
DB00468	targets	P10632
DB01756	targets	P49247
DB04315	targets	P60953
DB01665	targets	P07477
DB08140	targets	P24941
DB00850	targets	P11712
DB00869	targets	P11712
DB00123	targets	Q8WY07
DB01354	targets	P14867
DB01420	targets	P21964
DB00121	targets	P05166
DB04269	targets	P07477
DB07643	targets	Q96C86
DB08901	targets	P11362
DB00182	targets	Q96RJ0
DB00130	targets	Q08188
DB00141	targets	Q9UK23
DB00738	targets	P10632
DB01215	targets	Q8N1C3
DB01339	targets	Q15822
DB00517	targets	P20309
DB06290	targets	P08684
DB00663	targets	P04150
DB08612	targets	Q9UKY3
DB01115	targets	P05177
DB01175	targets	P33261
DB01760	targets	Q8WX39
DB05022	targets	Q02880
DB05210	targets	P78527
DB00726	targets	P08908
DB01483	targets	P34903
DB01221	targets	P08912
DB01016	targets	O95342
DB00365	targets	P05177
DB05760	targets	P06881
DB01118	targets	P10632
DB00182	targets	Q16568
DB01036	targets	P10635
DB01597	targets	P16444
DB04562	targets	Q99798
DB00604	targets	P33261
DB00237	targets	Q99928
DB01136	targets	P18825
DB03814	targets	P36405
DB00475	targets	Q99928
DB00246	targets	P35462
DB00501	targets	P08684
DB06204	targets	P41145
DB00960	targets	P08588
DB05057	targets	P00813
DB01023	targets	Q01668
DB02098	targets	P07998
DB01043	targets	Q12879
DB05266	targets	Q14432
DB00393	targets	P08684
DB01424	targets	P05093
DB02613	targets	P54317
DB01483	targets	P31644
DB00537	targets	P08684
DB08810	targets	P28223
DB00396	targets	P08235
DB06702	targets	P08912
DB04020	targets	Q92731
DB00461	targets	P23219
DB00604	targets	Q12809
DB00160	targets	Q9BYV1
DB00504	targets	P35372
DB01174	targets	Q12879
DB01442	targets	Q05940
DB00477	targets	P06276
DB08932	targets	P33261
DB07440	targets	P00734
DB00230	targets	O00555
DB00333	targets	P20813
DB00881	targets	P12821
DB00062	targets	P0DJI8
DB03554	targets	Q12882
DB00543	targets	O00591
DB00334	targets	P33261
DB01074	targets	P50416
DB00313	targets	Q14524
DB02831	targets	Q7Z4W1
DB00459	targets	O43174
DB00214	targets	P11712
DB00777	targets	P35348
DB01254	targets	P00519
DB01320	targets	P11712
DB02620	targets	P18031
DB01151	targets	P35368
DB02080	targets	P14555
DB00477	targets	P11229
DB01068	targets	P18505
DB01373	targets	P98194
DB04464	targets	P24311
DB00687	targets	P08235
DB00570	targets	P07437
DB01049	targets	P28335
DB03766	targets	Q9NQX3
DB03403	targets	P30085
DB00121	targets	Q16678
DB01020	targets	P33402
DB01026	targets	O43174
DB00277	targets	P10635
DB08846	targets	P17252
DB02054	targets	P04181
DB06637	targets	P22001
DB00188	targets	P28066
DB01062	targets	P11229
DB01412	targets	P29274
DB07202	targets	P07333
DB00171	targets	Q96Q40
DB01174	targets	P04798
DB00367	targets	P08684
DB01525	targets	P06276
DB00496	targets	P08684
DB05804	targets	P24462
DB00176	targets	P08684
DB01375	targets	P45880
DB02077	targets	P29474
DB00495	targets	P16662
DB02010	targets	O15530
DB01942	targets	P05230
DB04896	targets	Q14957
DB00420	targets	P08172
DB00898	targets	P14550
DB00250	targets	P05164
DB00690	targets	O14764
DB00334	targets	P18507
DB00786	targets	Q8N119
DB00408	targets	P28223
DB03203	targets	Q9NZD2
DB00071	targets	P08069
DB00048	targets	P02458
DB01159	targets	O60391
DB01200	targets	P21917
DB08490	targets	P45452
DB03490	targets	P24941
DB08911	targets	P36507
DB02300	targets	P05164
DB00797	targets	P08913
DB05030	targets	P14210
DB03793	targets	P51151
DB00252	targets	P08684
DB02234	targets	P29474
DB01054	targets	Q08289
DB00228	targets	P48167
DB00208	targets	P11712
DB06695	targets	P00734
DB02888	targets	P62942
DB01041	targets	Q96SW2
DB08044	targets	P27487
DB03461	targets	P28845
DB00064	targets	P0DJI8
DB01955	targets	Q9NZK7
DB00726	targets	P23975
DB00139	targets	Q9BXA5
DB01283	targets	P11712
DB07056	targets	P28845
DB03777	targets	P11309
DB00809	targets	P08173
DB08038	targets	P49862
DB00543	targets	P47870
DB00599	targets	P47869
DB07738	targets	P56817
DB00471	targets	P10632
DB00114	targets	Q16773
DB07932	targets	P03372
DB01589	targets	P28476
DB00586	targets	P05177
DB02482	targets	P22694
DB03173	targets	P07477
DB00835	targets	P08912
DB01224	targets	P33261
DB04372	targets	Q9UKL6
DB08864	targets	O75469
DB08562	targets	P01834
DB01200	targets	P28221
DB01595	targets	Q8N1C3
DB01224	targets	P24462
DB04301	targets	P07477
DB00568	targets	O43497
DB00145	targets	Q14749
DB00231	targets	A8MPY1
DB01095	targets	P35503
DB00530	targets	P05177
DB00563	targets	P00374
DB07358	targets	P35557
DB00295	targets	Q9HAW9
DB00273	targets	O00591
DB04081	targets	P00918
DB00321	targets	P13945
DB00363	targets	P34969
DB06770	targets	P08684
DB04786	targets	P00734
DB01452	targets	P41145
DB01972	targets	Q08188
DB00533	targets	P08684
DB01211	targets	Q12809
DB02498	targets	P09874
DB03021	targets	P68133
DB00557	targets	P35367
DB00075	targets	P31995
DB00780	targets	P80404
DB00583	targets	Q8N8R3
DB03796	targets	Q14541
DB06731	targets	P24462
DB00142	targets	P49448
DB01162	targets	Q12809
DB00454	targets	Q14957
DB00121	targets	P05165
DB01211	targets	Q9Y6L6
DB00112	targets	P02745
DB00157	targets	P51649
DB07215	targets	Q15788
DB07462	targets	P21964
DB00288	targets	P04150
DB01142	targets	P18089
DB00797	targets	P25021
DB00679	targets	P35348
DB03835	targets	P11217
DB01025	targets	P08700
DB06738	targets	P41145
DB00055	targets	P07204
DB01174	targets	P42262
DB00216	targets	P11712
DB00495	targets	P10632
DB01600	targets	P35354
DB00270	targets	P54289
DB06216	targets	P35348
DB00153	targets	O15528
DB00163	targets	O75469
DB00228	targets	O15554
DB03900	targets	P62158
DB04254	targets	P07900
DB07080	targets	P55055
DB07983	targets	P23219
DB00184	targets	Q9UGM1
DB08276	targets	Q7Z406
DB00273	targets	P18505
DB06772	targets	P20815
DB01225	targets	P05164
DB01580	targets	P10635
DB00033	targets	P15260
DB04522	targets	Q03721
DB00245	targets	P35367
DB01403	targets	P08912
DB01972	targets	O76074
DB00475	targets	P18507
DB03557	targets	P18031
DB09035	targets	Q15116
DB07277	targets	P00742
DB05389	targets	Q7L5Y9
DB08059	targets	P42336
DB03814	targets	P09211
DB08908	targets	Q14145
DB02494	targets	Q9UNX3
DB07996	targets	P61925
DB00142	targets	P07814
DB00381	targets	P24462
DB00413	targets	P35462
DB09079	targets	P35916
DB00579	targets	P31645
DB00454	targets	Q13224
DB00144	targets	P48651
DB00313	targets	P33260
DB00381	targets	P11509
DB01660	targets	O14874
DB07538	targets	P24941
DB01205	targets	P31644
DB00046	targets	P08069
DB00209	targets	P10635
DB00564	targets	P11712
DB04447	targets	Q9UJ68
DB00371	targets	P48169
DB01017	targets	P99999
DB01915	targets	P09211
DB01159	targets	O14764
DB08153	targets	P08238
DB03435	targets	Q9P2W7
DB00205	targets	P11712
DB05483	targets	Q5T4S7
DB00368	targets	Q05940
DB01142	targets	P33261
DB08334	targets	P14174
DB00126	targets	P09172
DB05184	targets	P42684
DB07779	targets	P27487
DB02471	targets	P09848
DB07585	targets	P49841
DB02426	targets	P12235
DB00573	targets	P23219
DB01026	targets	P08684
DB01194	targets	P00918
DB01043	targets	Q05586
DB04218	targets	P00813
DB00254	targets	P61769
DB00073	targets	P31995
DB00928	targets	P32320
DB00133	targets	O15270
DB08373	targets	P11684
DB00771	targets	P11229
DB08080	targets	P68133
DB00871	targets	P07550
DB00268	targets	P21728
DB00533	targets	P15502
DB00268	targets	P35462
DB00643	targets	P68371
DB01069	targets	P62158
DB01234	targets	P33261
DB03413	targets	P33316
DB00157	targets	P56181
DB00082	targets	P06276
DB00031	targets	P05787
DB04510	targets	P60174
DB00615	targets	P07900
DB00072	targets	P00736
DB01997	targets	P35228
DB00813	targets	P41145
DB01960	targets	P06730
DB01143	targets	P10696
DB01424	targets	P08684
DB00157	targets	P03915
DB01595	targets	P24046
DB02854	targets	Q8NBQ5
DB00030	targets	P98164
DB00142	targets	Q9H936
DB00501	targets	P05177
DB00943	targets	P10635
DB02535	targets	P00918
DB03978	targets	P54577
DB00682	targets	P33261
DB00856	targets	P11511
DB08930	targets	P24462
DB00388	targets	P35368
DB06218	targets	Q9NY46
DB08087	targets	P10275
DB00753	targets	Q8N1C3
DB08911	targets	Q02750
DB01095	targets	P20815
DB00915	targets	P20711
DB08786	targets	P07900
DB09053	targets	P10635
DB07980	targets	Q494W8
DB00111	targets	P08637
DB00072	targets	P09871
DB00368	targets	P35368
DB00806	targets	P27815
DB00189	targets	P78334
DB00128	targets	P22234
DB01897	targets	O60760
DB01076	targets	P35869
DB04395	targets	P68400
DB01395	targets	P06401
DB04178	targets	P12235
DB00328	targets	Q8N8N7
DB00497	targets	P24462
DB06603	targets	Q92769
DB04573	targets	P03372
DB00412	targets	P11712
DB00749	targets	P19793
DB07000	targets	P15056
DB00402	targets	O14764
DB01544	targets	Q16445
DB00255	targets	P21964
DB00619	targets	P09619
DB00295	targets	P22309
DB05037	targets	P24941
DB00455	targets	P11712
DB00842	targets	P18505
DB05034	targets	P16066
DB00533	targets	P35354
DB02259	targets	P18031
DB01221	targets	P23975
DB03268	targets	P12931
DB04132	targets	P0CG29
DB00383	targets	P11229
DB00125	targets	P00966
DB01010	targets	P22303
DB00160	targets	Q8IUZ5
DB00757	targets	P11712
DB01609	targets	P08684
DB07203	targets	P24941
DB02603	targets	P24941
DB00029	targets	P02671
DB00421	targets	Q08289
DB00186	targets	P78334
DB01363	targets	Q01959
DB00111	targets	P02746
DB01873	targets	Q13748
DB00115	targets	Q99707
DB01442	targets	P27338
DB00025	targets	P27824
DB07638	targets	P03372
